NIS,REGION,SEX,AGE,POPULATION,MORTALITY_TOTAL,MORTALITY_ATTR
34022,FL,M,"[35,40)",2440,5,0.677668600278708
34023,FL,M,"[35,40)",432,0,0
34025,FL,M,"[35,40)",197,0,0
34027,FL,M,"[35,40)",1041,1,0.130493686552186
34040,FL,M,"[35,40)",1135,0,0
34041,FL,M,"[35,40)",963,2,0.255938249647161
34042,FL,M,"[35,40)",794,1,0.0991873768407457
34043,FL,M,"[35,40)",56,0,0
35002,FL,M,"[35,40)",548,1,0.13465841322722
35005,FL,M,"[35,40)",360,2,0.253958281802848
35006,FL,M,"[35,40)",426,1,0.130775115670857
35011,FL,M,"[35,40)",437,0,0
35013,FL,M,"[35,40)",2028,2,0.228790256087048
35014,FL,M,"[35,40)",301,0,0
35029,FL,M,"[35,40)",278,0,0
36006,FL,M,"[35,40)",315,0,0
36007,FL,M,"[35,40)",401,1,0.125587490666474
36008,FL,M,"[35,40)",920,0,0
36010,FL,M,"[35,40)",345,0,0
36011,FL,M,"[35,40)",283,1,0.11944728585161
36012,FL,M,"[35,40)",373,0,0
36015,FL,M,"[35,40)",2216,5,0.623257626874375
36019,FL,M,"[35,40)",379,0,0
37002,FL,M,"[35,40)",278,0,0
37007,FL,M,"[35,40)",354,0,0
37010,FL,M,"[35,40)",236,0,0
37011,FL,M,"[35,40)",210,0,0
37012,FL,M,"[35,40)",177,0,0
37015,FL,M,"[35,40)",646,0,0
37017,FL,M,"[35,40)",369,0,0
37018,FL,M,"[35,40)",462,0,0
37020,FL,M,"[35,40)",285,0,0
38002,FL,M,"[35,40)",167,1,0.109830585527947
38008,FL,M,"[35,40)",274,0,0
38014,FL,M,"[35,40)",373,1,0.113031836451963
38016,FL,M,"[35,40)",261,1,0.119353764194798
38025,FL,M,"[35,40)",318,0,0
41002,FL,M,"[35,40)",2926,9,1.04411875984788
41011,FL,M,"[35,40)",645,1,0.110717564251979
41018,FL,M,"[35,40)",1005,0,0
41024,FL,M,"[35,40)",622,2,0.224878048799848
41027,FL,M,"[35,40)",586,0,0
41034,FL,M,"[35,40)",614,0,0
41048,FL,M,"[35,40)",1203,2,0.216906800688752
41063,FL,M,"[35,40)",369,1,0.109618596504789
41081,FL,M,"[35,40)",837,0,0
41082,FL,M,"[35,40)",647,1,0.113880561921969
42003,FL,M,"[35,40)",456,2,0.237736145611516
42004,FL,M,"[35,40)",424,2,0.224033473798522
42006,FL,M,"[35,40)",1453,1,0.12059207169676
42008,FL,M,"[35,40)",802,0,0
42010,FL,M,"[35,40)",364,0,0
42011,FL,M,"[35,40)",651,2,0.23197019872938
42023,FL,M,"[35,40)",321,0,0
42025,FL,M,"[35,40)",825,0,0
42026,FL,M,"[35,40)",399,1,0.11827782531659
42028,FL,M,"[35,40)",713,0,0
43002,FL,M,"[35,40)",428,0,0
43005,FL,M,"[35,40)",670,2,0.25282057732864
43007,FL,M,"[35,40)",191,0,0
43010,FL,M,"[35,40)",753,1,0.122647614198857
43014,FL,M,"[35,40)",219,0,0
43018,FL,M,"[35,40)",428,1,0.125768413282452
44012,FL,M,"[35,40)",302,0,0
44013,FL,M,"[35,40)",562,0,0
44019,FL,M,"[35,40)",1091,1,0.12810164267441
44020,FL,M,"[35,40)",399,0,0
44021,FL,M,"[35,40)",10234,13,1.63012055687363
44034,FL,M,"[35,40)",647,1,0.125150086767998
44040,FL,M,"[35,40)",408,0,0
44043,FL,M,"[35,40)",777,0,0
44045,FL,M,"[35,40)",245,0,0
44048,FL,M,"[35,40)",367,0,0
44052,FL,M,"[35,40)",429,0,0
44064,FL,M,"[35,40)",187,0,0
44073,FL,M,"[35,40)",229,0,0
44081,FL,M,"[35,40)",566,1,0.129122846681189
44083,FL,M,"[35,40)",1425,1,0.127660073388269
44084,FL,M,"[35,40)",910,2,0.252884455489076
44085,FL,M,"[35,40)",778,0,0
45035,FL,M,"[35,40)",994,3,0.343228332601337
45041,FL,M,"[35,40)",835,0,0
45059,FL,M,"[35,40)",501,0,0
45060,FL,M,"[35,40)",245,0,0
45061,FL,M,"[35,40)",210,0,0
45062,FL,M,"[35,40)",46,0,0
45063,FL,M,"[35,40)",193,0,0
45064,FL,M,"[35,40)",162,1,0.106628281720493
45065,FL,M,"[35,40)",249,0,0
45068,FL,M,"[35,40)",530,0,0
46003,FL,M,"[35,40)",1513,3,0.347674500589761
46013,FL,M,"[35,40)",508,0,0
46014,FL,M,"[35,40)",1408,1,0.120525270801531
46020,FL,M,"[35,40)",563,1,0.120968234405827
46021,FL,M,"[35,40)",2515,3,0.378986787996282
46024,FL,M,"[35,40)",581,0,0
46025,FL,M,"[35,40)",975,0,0
71002,FL,M,"[35,40)",281,0,0
71004,FL,M,"[35,40)",1780,4,0.490163858498394
71011,FL,M,"[35,40)",611,1,0.117301580243191
71016,FL,M,"[35,40)",2142,2,0.237791786430269
71017,FL,M,"[35,40)",296,0,0
71020,FL,M,"[35,40)",317,0,0
71022,FL,M,"[35,40)",2761,0,0
71024,FL,M,"[35,40)",413,0,0
71034,FL,M,"[35,40)",576,0,0
71037,FL,M,"[35,40)",528,1,0.119270084660014
71045,FL,M,"[35,40)",199,0,0
71053,FL,M,"[35,40)",1253,2,0.237416771102505
71057,FL,M,"[35,40)",621,0,0
71066,FL,M,"[35,40)",710,0,0
71067,FL,M,"[35,40)",224,0,0
71069,FL,M,"[35,40)",384,0,0
71070,FL,M,"[35,40)",1169,1,0.118661357003675
72003,FL,M,"[35,40)",438,0,0
72004,FL,M,"[35,40)",556,0,0
72018,FL,M,"[35,40)",364,0,0
72020,FL,M,"[35,40)",1035,0,0
72021,FL,M,"[35,40)",814,0,0
72030,FL,M,"[35,40)",565,1,0.125551186265427
72037,FL,M,"[35,40)",394,0,0
72038,FL,M,"[35,40)",423,0,0
72039,FL,M,"[35,40)",1087,1,0.127096327139159
72041,FL,M,"[35,40)",660,2,0.234621140148564
72042,FL,M,"[35,40)",789,0,0
72043,FL,M,"[35,40)",1072,0,0
73001,FL,M,"[35,40)",319,0,0
73006,FL,M,"[35,40)",1044,1,0.111171121186812
73009,FL,M,"[35,40)",382,0,0
73022,FL,M,"[35,40)",243,0,0
73028,FL,M,"[35,40)",3,0,0
73032,FL,M,"[35,40)",308,0,0
73040,FL,M,"[35,40)",272,0,0
73042,FL,M,"[35,40)",788,0,0
73066,FL,M,"[35,40)",526,0,0
73083,FL,M,"[35,40)",975,1,0.0969037945146966
73098,FL,M,"[35,40)",258,1,0.113375305302023
73107,FL,M,"[35,40)",1325,1,0.104763115757574
73109,FL,M,"[35,40)",102,0,0
25005,WA,M,"[35,40)",207,0,0
25014,WA,M,"[35,40)",1145,1,0.0868017808772724
25015,WA,M,"[35,40)",333,0,0
25018,WA,M,"[35,40)",282,0,0
25023,WA,M,"[35,40)",301,0,0
25031,WA,M,"[35,40)",523,0,0
25037,WA,M,"[35,40)",396,0,0
25043,WA,M,"[35,40)",191,0,0
25044,WA,M,"[35,40)",200,0,0
25048,WA,M,"[35,40)",456,0,0
25050,WA,M,"[35,40)",195,0,0
25068,WA,M,"[35,40)",252,0,0
25072,WA,M,"[35,40)",991,0,0
25084,WA,M,"[35,40)",341,0,0
25091,WA,M,"[35,40)",593,1,0.10219197984184
25105,WA,M,"[35,40)",825,0,0
25107,WA,M,"[35,40)",356,0,0
25110,WA,M,"[35,40)",718,0,0
25112,WA,M,"[35,40)",1013,3,0.31786370340232
25117,WA,M,"[35,40)",228,1,0.0868960868401345
25118,WA,M,"[35,40)",127,0,0
25119,WA,M,"[35,40)",279,1,0.0996997119675811
25120,WA,M,"[35,40)",294,0,0
25121,WA,M,"[35,40)",926,0,0
25122,WA,M,"[35,40)",229,0,0
25123,WA,M,"[35,40)",374,0,0
25124,WA,M,"[35,40)",227,0,0
51004,WA,M,"[35,40)",902,1,0.101930766265822
51008,WA,M,"[35,40)",481,2,0.16641133475373
51009,WA,M,"[35,40)",399,0,0
51012,WA,M,"[35,40)",131,0,0
51014,WA,M,"[35,40)",235,0,0
51017,WA,M,"[35,40)",183,0,0
51019,WA,M,"[35,40)",106,0,0
51065,WA,M,"[35,40)",359,0,0
51067,WA,M,"[35,40)",411,0,0
51068,WA,M,"[35,40)",245,1,0.0923190820512623
51069,WA,M,"[35,40)",564,0,0
52010,WA,M,"[35,40)",466,0,0
52011,WA,M,"[35,40)",6469,9,0.917294063650296
52012,WA,M,"[35,40)",1086,1,0.0834174255725551
52015,WA,M,"[35,40)",965,4,0.341518655761744
52018,WA,M,"[35,40)",383,0,0
52021,WA,M,"[35,40)",699,0,0
52022,WA,M,"[35,40)",565,0,0
52025,WA,M,"[35,40)",334,1,0.0750032274119437
52048,WA,M,"[35,40)",300,0,0
52055,WA,M,"[35,40)",593,0,0
52074,WA,M,"[35,40)",312,0,0
52075,WA,M,"[35,40)",262,0,0
53014,WA,M,"[35,40)",599,1,0.0973008352528553
53020,WA,M,"[35,40)",528,2,0.158035158262189
53028,WA,M,"[35,40)",675,0,0
53039,WA,M,"[35,40)",219,0,0
53044,WA,M,"[35,40)",320,2,0.162541758962206
53046,WA,M,"[35,40)",157,1,0.0898152513371616
53053,WA,M,"[35,40)",3164,2,0.197414168012068
53065,WA,M,"[35,40)",580,0,0
53068,WA,M,"[35,40)",198,0,0
53070,WA,M,"[35,40)",735,2,0.180859189148621
53082,WA,M,"[35,40)",668,2,0.186551400202762
53083,WA,M,"[35,40)",170,0,0
53084,WA,M,"[35,40)",270,0,0
55004,WA,M,"[35,40)",649,1,0.0937470364585081
55035,WA,M,"[35,40)",295,0,0
55040,WA,M,"[35,40)",868,0,0
55050,WA,M,"[35,40)",373,2,0.176545776992994
55085,WA,M,"[35,40)",359,1,0.0845859570239723
55086,WA,M,"[35,40)",719,1,0.0954308920480875
56001,WA,M,"[35,40)",390,0,0
56005,WA,M,"[35,40)",218,0,0
56016,WA,M,"[35,40)",250,0,0
56022,WA,M,"[35,40)",279,1,0.0771442164696329
56029,WA,M,"[35,40)",110,0,0
56044,WA,M,"[35,40)",181,0,0
56049,WA,M,"[35,40)",135,0,0
56051,WA,M,"[35,40)",143,1,0.0722138782952066
56078,WA,M,"[35,40)",418,1,0.0773563257607321
56086,WA,M,"[35,40)",385,1,0.0768798990913679
56088,WA,M,"[35,40)",144,0,0
57003,WA,M,"[35,40)",253,0,0
57018,WA,M,"[35,40)",193,0,0
57027,WA,M,"[35,40)",332,0,0
57062,WA,M,"[35,40)",169,0,0
57064,WA,M,"[35,40)",553,0,0
57072,WA,M,"[35,40)",169,0,0
57081,WA,M,"[35,40)",2066,1,0.0989153453629252
57093,WA,M,"[35,40)",250,0,0
57094,WA,M,"[35,40)",443,1,0.0916655378299684
57095,WA,M,"[35,40)",114,0,0
57096,WA,M,"[35,40)",1837,2,0.24455556699719
57097,WA,M,"[35,40)",564,0,0
58001,WA,M,"[35,40)",2446,4,0.386713185455395
58002,WA,M,"[35,40)",981,1,0.0838903216789147
58003,WA,M,"[35,40)",247,1,0.0724374087400556
58004,WA,M,"[35,40)",579,0,0
61003,WA,M,"[35,40)",450,1,0.0759262526588854
61010,WA,M,"[35,40)",114,0,0
61012,WA,M,"[35,40)",145,0,0
61019,WA,M,"[35,40)",158,0,0
61024,WA,M,"[35,40)",105,1,0.0594141793575731
61028,WA,M,"[35,40)",216,0,0
61031,WA,M,"[35,40)",695,3,0.237563452559229
61039,WA,M,"[35,40)",184,0,0
61041,WA,M,"[35,40)",141,0,0
61043,WA,M,"[35,40)",162,0,0
61048,WA,M,"[35,40)",79,0,0
61063,WA,M,"[35,40)",155,0,0
61068,WA,M,"[35,40)",194,0,0
61072,WA,M,"[35,40)",412,0,0
61079,WA,M,"[35,40)",131,0,0
61080,WA,M,"[35,40)",177,0,0
61081,WA,M,"[35,40)",68,0,0
62003,WA,M,"[35,40)",906,2,0.181755435901562
62006,WA,M,"[35,40)",261,0,0
62009,WA,M,"[35,40)",388,1,0.0682937313852233
62011,WA,M,"[35,40)",291,0,0
62015,WA,M,"[35,40)",333,1,0.066632622971724
62022,WA,M,"[35,40)",549,0,0
62026,WA,M,"[35,40)",143,0,0
62027,WA,M,"[35,40)",258,0,0
62032,WA,M,"[35,40)",373,0,0
62038,WA,M,"[35,40)",427,0,0
62051,WA,M,"[35,40)",1281,0,0
62060,WA,M,"[35,40)",283,0,0
62063,WA,M,"[35,40)",7291,12,1.07617200578152
62079,WA,M,"[35,40)",763,1,0.08027468883897
62093,WA,M,"[35,40)",792,1,0.0940380428163722
62096,WA,M,"[35,40)",1986,4,0.362269313569361
62099,WA,M,"[35,40)",480,1,0.0602531914332814
62100,WA,M,"[35,40)",446,0,0
62108,WA,M,"[35,40)",545,0,0
62118,WA,M,"[35,40)",740,2,0.186053377710195
62119,WA,M,"[35,40)",410,2,0.128678682616509
62120,WA,M,"[35,40)",783,0,0
62121,WA,M,"[35,40)",257,0,0
62122,WA,M,"[35,40)",242,3,0.197652064630775
63001,WA,M,"[35,40)",154,0,0
63003,WA,M,"[35,40)",100,0,0
63004,WA,M,"[35,40)",133,0,0
63012,WA,M,"[35,40)",145,0,0
63013,WA,M,"[35,40)",165,0,0
63020,WA,M,"[35,40)",464,0,0
63023,WA,M,"[35,40)",595,2,0.157917783158346
63035,WA,M,"[35,40)",543,0,0
63038,WA,M,"[35,40)",243,0,0
63040,WA,M,"[35,40)",308,0,0
63045,WA,M,"[35,40)",126,0,0
63046,WA,M,"[35,40)",172,1,0.0737241731295913
63048,WA,M,"[35,40)",195,0,0
63049,WA,M,"[35,40)",336,0,0
63057,WA,M,"[35,40)",135,0,0
63058,WA,M,"[35,40)",287,1,0.0633844102484549
63061,WA,M,"[35,40)",296,0,0
63067,WA,M,"[35,40)",308,1,0.071395672986251
63072,WA,M,"[35,40)",284,0,0
63073,WA,M,"[35,40)",246,0,0
63075,WA,M,"[35,40)",95,0,0
63076,WA,M,"[35,40)",340,0,0
63079,WA,M,"[35,40)",1693,2,0.139925144673683
63080,WA,M,"[35,40)",207,0,0
63084,WA,M,"[35,40)",312,0,0
63086,WA,M,"[35,40)",84,0,0
63087,WA,M,"[35,40)",120,0,0
63088,WA,M,"[35,40)",337,1,0.0641409910745614
63089,WA,M,"[35,40)",179,0,0
64008,WA,M,"[35,40)",99,0,0
64015,WA,M,"[35,40)",230,0,0
64021,WA,M,"[35,40)",87,0,0
64023,WA,M,"[35,40)",105,0,0
64025,WA,M,"[35,40)",94,0,0
64029,WA,M,"[35,40)",124,0,0
64034,WA,M,"[35,40)",495,1,0.0865901648595408
64047,WA,M,"[35,40)",93,0,0
64056,WA,M,"[35,40)",146,1,0.0782358364896052
64063,WA,M,"[35,40)",209,1,0.0769470493910599
64065,WA,M,"[35,40)",196,0,0
64074,WA,M,"[35,40)",433,0,0
64075,WA,M,"[35,40)",96,1,0.0895017131832077
64076,WA,M,"[35,40)",126,0,0
81001,WA,M,"[35,40)",1038,2,0.135248025787239
81003,WA,M,"[35,40)",179,0,0
81004,WA,M,"[35,40)",581,2,0.134871277878355
81013,WA,M,"[35,40)",80,0,0
81015,WA,M,"[35,40)",289,0,0
82003,WA,M,"[35,40)",538,2,0.131271391302476
82005,WA,M,"[35,40)",127,0,0
82009,WA,M,"[35,40)",75,0,0
82014,WA,M,"[35,40)",169,0,0
82032,WA,M,"[35,40)",241,1,0.0659098636131061
82036,WA,M,"[35,40)",221,1,0.0570991817820936
82037,WA,M,"[35,40)",148,0,0
82038,WA,M,"[35,40)",82,0,0
83012,WA,M,"[35,40)",309,1,0.0631538822935134
83013,WA,M,"[35,40)",98,0,0
83028,WA,M,"[35,40)",158,0,0
83031,WA,M,"[35,40)",112,1,0.0587333940720064
83034,WA,M,"[35,40)",527,0,0
83040,WA,M,"[35,40)",206,0,0
83044,WA,M,"[35,40)",84,0,0
83049,WA,M,"[35,40)",90,0,0
83055,WA,M,"[35,40)",122,0,0
84009,WA,M,"[35,40)",287,0,0
84010,WA,M,"[35,40)",146,0,0
84016,WA,M,"[35,40)",40,0,0
84029,WA,M,"[35,40)",43,0,0
84033,WA,M,"[35,40)",217,0,0
84035,WA,M,"[35,40)",160,0,0
84043,WA,M,"[35,40)",246,0,0
84050,WA,M,"[35,40)",167,0,0
84059,WA,M,"[35,40)",154,0,0
84068,WA,M,"[35,40)",65,1,0.0653254259506476
84075,WA,M,"[35,40)",76,1,0.064882324593934
84077,WA,M,"[35,40)",383,0,0
85007,WA,M,"[35,40)",152,1,0.0545851647781943
85009,WA,M,"[35,40)",179,1,0.054316917668556
85011,WA,M,"[35,40)",159,0,0
85024,WA,M,"[35,40)",88,0,0
85026,WA,M,"[35,40)",154,0,0
85034,WA,M,"[35,40)",136,1,0.0506212079381861
85039,WA,M,"[35,40)",166,0,0
85045,WA,M,"[35,40)",355,0,0
85046,WA,M,"[35,40)",267,2,0.105958599825124
85047,WA,M,"[35,40)",59,1,0.0582590594082502
91005,WA,M,"[35,40)",259,1,0.0709014190435693
91013,WA,M,"[35,40)",263,1,0.0737581963366456
91015,WA,M,"[35,40)",103,0,0
91030,WA,M,"[35,40)",539,1,0.0704272162798662
91034,WA,M,"[35,40)",385,0,0
91054,WA,M,"[35,40)",129,0,0
91059,WA,M,"[35,40)",251,0,0
91064,WA,M,"[35,40)",162,0,0
91072,WA,M,"[35,40)",153,0,0
91103,WA,M,"[35,40)",95,0,0
91114,WA,M,"[35,40)",409,0,0
91120,WA,M,"[35,40)",173,0,0
91141,WA,M,"[35,40)",274,0,0
91142,WA,M,"[35,40)",173,0,0
91143,WA,M,"[35,40)",67,0,0
92003,WA,M,"[35,40)",934,0,0
92006,WA,M,"[35,40)",229,0,0
92035,WA,M,"[35,40)",535,1,0.0857346014270987
92045,WA,M,"[35,40)",264,0,0
92048,WA,M,"[35,40)",343,0,0
92054,WA,M,"[35,40)",226,0,0
92087,WA,M,"[35,40)",424,0,0
92094,WA,M,"[35,40)",3596,5,0.461897716671163
92097,WA,M,"[35,40)",176,1,0.0736059543671435
92101,WA,M,"[35,40)",365,0,0
92114,WA,M,"[35,40)",243,0,0
92137,WA,M,"[35,40)",931,0,0
92138,WA,M,"[35,40)",304,1,0.0884826042659841
92140,WA,M,"[35,40)",596,1,0.0784728147330558
92141,WA,M,"[35,40)",286,0,0
92142,WA,M,"[35,40)",929,2,0.16122388577688
93010,WA,M,"[35,40)",137,0,0
93014,WA,M,"[35,40)",397,1,0.0714828390401117
93018,WA,M,"[35,40)",68,0,0
93022,WA,M,"[35,40)",375,0,0
93056,WA,M,"[35,40)",268,0,0
93088,WA,M,"[35,40)",526,0,0
93090,WA,M,"[35,40)",145,0,0
21001,BR,F,"[40,45)",4024,7,0.804771667860539
21002,BR,F,"[40,45)",1256,0,0
21003,BR,F,"[40,45)",829,1,0.110382100722964
21004,BR,F,"[40,45)",6179,5,0.580933184139777
21005,BR,F,"[40,45)",1813,0,0
21006,BR,F,"[40,45)",1420,0,0
21007,BR,F,"[40,45)",2204,3,0.331250437523641
21008,BR,F,"[40,45)",829,1,0.112162312289129
21009,BR,F,"[40,45)",3128,1,0.111768239911795
21010,BR,F,"[40,45)",1804,0,0
21011,BR,F,"[40,45)",800,1,0.116697306505586
21012,BR,F,"[40,45)",3206,3,0.340315927135259
21013,BR,F,"[40,45)",1982,1,0.117146501792691
21014,BR,F,"[40,45)",945,1,0.119158514470172
21015,BR,F,"[40,45)",4942,1,0.118739495346432
21016,BR,F,"[40,45)",3137,1,0.104950007252225
21017,BR,F,"[40,45)",890,0,0
21018,BR,F,"[40,45)",2133,5,0.569950800147461
21019,BR,F,"[40,45)",1601,0,0
11001,FL,F,"[40,45)",405,0,0
11002,FL,F,"[40,45)",16337,19,2.3632590969475
11004,FL,F,"[40,45)",414,0,0
11005,FL,F,"[40,45)",586,0,0
11007,FL,F,"[40,45)",316,0,0
11008,FL,F,"[40,45)",1089,2,0.226927920698387
11009,FL,F,"[40,45)",803,1,0.125069375282547
11013,FL,F,"[40,45)",583,0,0
11016,FL,F,"[40,45)",575,1,0.116336935496764
11018,FL,F,"[40,45)",400,0,0
11021,FL,F,"[40,45)",234,1,0.115204173896688
11022,FL,F,"[40,45)",545,1,0.122068074043841
11023,FL,F,"[40,45)",780,1,0.120255892302038
11024,FL,F,"[40,45)",614,1,0.119857964271449
11025,FL,F,"[40,45)",252,0,0
11029,FL,F,"[40,45)",778,1,0.11638316442034
11030,FL,F,"[40,45)",352,0,0
11035,FL,F,"[40,45)",536,1,0.117078499054313
11037,FL,F,"[40,45)",472,0,0
11038,FL,F,"[40,45)",251,0,0
11039,FL,F,"[40,45)",517,0,0
11040,FL,F,"[40,45)",912,0,0
11044,FL,F,"[40,45)",577,0,0
11050,FL,F,"[40,45)",309,1,0.11918479560864
11052,FL,F,"[40,45)",401,0,0
11053,FL,F,"[40,45)",586,1,0.120243857030911
11054,FL,F,"[40,45)",341,0,0
11055,FL,F,"[40,45)",603,1,0.112925755971413
11056,FL,F,"[40,45)",583,0,0
11057,FL,F,"[40,45)",456,0,0
12002,FL,F,"[40,45)",384,0,0
12005,FL,F,"[40,45)",459,0,0
12007,FL,F,"[40,45)",656,1,0.116225665389917
12009,FL,F,"[40,45)",542,0,0
12014,FL,F,"[40,45)",1355,1,0.124022868271464
12021,FL,F,"[40,45)",1107,3,0.362517832882867
12025,FL,F,"[40,45)",2683,0,0
12026,FL,F,"[40,45)",770,0,0
12029,FL,F,"[40,45)",567,1,0.124060988963658
12035,FL,F,"[40,45)",625,0,0
12040,FL,F,"[40,45)",824,1,0.117946936817117
12041,FL,F,"[40,45)",784,1,0.117257700705644
13001,FL,F,"[40,45)",410,0,0
13002,FL,F,"[40,45)",69,1,0.125755367342245
13003,FL,F,"[40,45)",742,2,0.242214457880653
13004,FL,F,"[40,45)",593,0,0
13006,FL,F,"[40,45)",293,0,0
13008,FL,F,"[40,45)",1274,1,0.122344116926848
13010,FL,F,"[40,45)",316,0,0
13011,FL,F,"[40,45)",889,2,0.237170559107998
13012,FL,F,"[40,45)",300,0,0
13013,FL,F,"[40,45)",440,0,0
13014,FL,F,"[40,45)",653,0,0
13016,FL,F,"[40,45)",332,1,0.119201745054325
13017,FL,F,"[40,45)",532,1,0.117030719231041
13019,FL,F,"[40,45)",478,1,0.11777342432528
13021,FL,F,"[40,45)",323,0,0
13023,FL,F,"[40,45)",276,0,0
13025,FL,F,"[40,45)",1141,1,0.117111378235925
13029,FL,F,"[40,45)",410,0,0
13031,FL,F,"[40,45)",378,0,0
13035,FL,F,"[40,45)",405,0,0
13036,FL,F,"[40,45)",331,0,0
13037,FL,F,"[40,45)",376,0,0
13040,FL,F,"[40,45)",1314,0,0
13044,FL,F,"[40,45)",247,0,0
13046,FL,F,"[40,45)",313,0,0
13049,FL,F,"[40,45)",801,0,0
13053,FL,F,"[40,45)",529,1,0.113435027577419
23002,FL,F,"[40,45)",1047,0,0
23003,FL,F,"[40,45)",909,1,0.0977586148609895
23009,FL,F,"[40,45)",74,0,0
23016,FL,F,"[40,45)",1368,0,0
23023,FL,F,"[40,45)",355,0,0
23024,FL,F,"[40,45)",273,0,0
23025,FL,F,"[40,45)",1253,1,0.110442789815501
23027,FL,F,"[40,45)",1306,0,0
23032,FL,F,"[40,45)",206,0,0
23033,FL,F,"[40,45)",416,0,0
23038,FL,F,"[40,45)",379,0,0
23039,FL,F,"[40,45)",270,0,0
23044,FL,F,"[40,45)",405,0,0
23045,FL,F,"[40,45)",602,0,0
23047,FL,F,"[40,45)",515,1,0.120606187473301
23050,FL,F,"[40,45)",603,0,0
23052,FL,F,"[40,45)",511,0,0
23060,FL,F,"[40,45)",497,1,0.106915734228395
23062,FL,F,"[40,45)",911,1,0.101425183468113
23064,FL,F,"[40,45)",140,0,0
23077,FL,F,"[40,45)",1119,1,0.110777461246077
23081,FL,F,"[40,45)",425,1,0.10727625149023
23086,FL,F,"[40,45)",501,0,0
23088,FL,F,"[40,45)",1545,1,0.120013232713486
23094,FL,F,"[40,45)",1245,0,0
23096,FL,F,"[40,45)",722,0,0
23097,FL,F,"[40,45)",395,0,0
23098,FL,F,"[40,45)",232,0,0
23099,FL,F,"[40,45)",492,0,0
23100,FL,F,"[40,45)",134,1,0.102714864619361
23101,FL,F,"[40,45)",621,0,0
23102,FL,F,"[40,45)",535,1,0.104598778952607
23103,FL,F,"[40,45)",482,1,0.107800911230107
23104,FL,F,"[40,45)",261,0,0
23105,FL,F,"[40,45)",455,0,0
24001,FL,F,"[40,45)",925,0,0
24007,FL,F,"[40,45)",324,0,0
24008,FL,F,"[40,45)",193,0,0
24009,FL,F,"[40,45)",313,0,0
24011,FL,F,"[40,45)",341,0,0
24014,FL,F,"[40,45)",386,0,0
24016,FL,F,"[40,45)",281,0,0
24020,FL,F,"[40,45)",770,0,0
24028,FL,F,"[40,45)",206,0,0
24033,FL,F,"[40,45)",460,0,0
24038,FL,F,"[40,45)",700,0,0
24041,FL,F,"[40,45)",217,0,0
24043,FL,F,"[40,45)",347,0,0
24045,FL,F,"[40,45)",337,0,0
24048,FL,F,"[40,45)",401,0,0
24054,FL,F,"[40,45)",208,0,0
24055,FL,F,"[40,45)",716,1,0.098328069933235
24059,FL,F,"[40,45)",565,0,0
24062,FL,F,"[40,45)",3014,3,0.341910291918769
24066,FL,F,"[40,45)",467,1,0.108689659096106
24086,FL,F,"[40,45)",360,0,0
24094,FL,F,"[40,45)",586,1,0.119713275908623
24104,FL,F,"[40,45)",848,0,0
24107,FL,F,"[40,45)",1130,2,0.223544765326983
24109,FL,F,"[40,45)",463,0,0
24130,FL,F,"[40,45)",272,0,0
24133,FL,F,"[40,45)",259,1,0.113398491667388
24134,FL,F,"[40,45)",709,0,0
24135,FL,F,"[40,45)",365,0,0
24137,FL,F,"[40,45)",162,0,0
31003,FL,F,"[40,45)",519,0,0
31004,FL,F,"[40,45)",473,1,0.119960042179394
31005,FL,F,"[40,45)",3631,2,0.254397921718791
31006,FL,F,"[40,45)",290,0,0
31012,FL,F,"[40,45)",419,0,0
31022,FL,F,"[40,45)",775,0,0
31033,FL,F,"[40,45)",574,0,0
31040,FL,F,"[40,45)",685,0,0
31042,FL,F,"[40,45)",90,0,0
31043,FL,F,"[40,45)",733,2,0.232445753444634
32003,FL,F,"[40,45)",462,0,0
32006,FL,F,"[40,45)",302,0,0
32010,FL,F,"[40,45)",231,0,0
32011,FL,F,"[40,45)",369,1,0.117717379408312
32030,FL,F,"[40,45)",87,0,0
33011,FL,F,"[40,45)",923,1,0.117028706905663
33016,FL,F,"[40,45)",38,0,0
33021,FL,F,"[40,45)",603,1,0.112557293152371
33029,FL,F,"[40,45)",585,0,0
33037,FL,F,"[40,45)",381,1,0.119102627340212
33039,FL,F,"[40,45)",223,0,0
33040,FL,F,"[40,45)",228,0,0
33041,FL,F,"[40,45)",110,0,0
34002,FL,F,"[40,45)",502,0,0
34003,FL,F,"[40,45)",318,0,0
34009,FL,F,"[40,45)",338,0,0
34013,FL,F,"[40,45)",796,0,0
34022,FL,F,"[40,45)",2107,2,0.27073461205955
34023,FL,F,"[40,45)",408,0,0
34025,FL,F,"[40,45)",159,0,0
34027,FL,F,"[40,45)",1012,0,0
34040,FL,F,"[40,45)",1154,1,0.135763340095052
34041,FL,F,"[40,45)",942,0,0
34042,FL,F,"[40,45)",770,0,0
34043,FL,F,"[40,45)",65,0,0
35002,FL,F,"[40,45)",501,0,0
35005,FL,F,"[40,45)",352,0,0
35006,FL,F,"[40,45)",434,0,0
35011,FL,F,"[40,45)",424,0,0
35013,FL,F,"[40,45)",1816,1,0.121804929237742
35014,FL,F,"[40,45)",278,0,0
35029,FL,F,"[40,45)",297,0,0
36006,FL,F,"[40,45)",322,0,0
36007,FL,F,"[40,45)",345,0,0
36008,FL,F,"[40,45)",872,0,0
36010,FL,F,"[40,45)",288,0,0
