NIS,REGION,SEX,AGE,POPULATION,MORTALITY_TOTAL,MORTALITY_ATTR
36011,FL,F,"[40,45)",271,0,0
36012,FL,F,"[40,45)",326,0,0
36015,FL,F,"[40,45)",1889,2,0.252278008983774
36019,FL,F,"[40,45)",316,0,0
37002,FL,F,"[40,45)",297,0,0
37007,FL,F,"[40,45)",325,0,0
37010,FL,F,"[40,45)",243,0,0
37011,FL,F,"[40,45)",210,0,0
37012,FL,F,"[40,45)",155,0,0
37015,FL,F,"[40,45)",589,0,0
37017,FL,F,"[40,45)",319,0,0
37018,FL,F,"[40,45)",475,0,0
37020,FL,F,"[40,45)",239,0,0
38002,FL,F,"[40,45)",142,0,0
38008,FL,F,"[40,45)",274,1,0.109023649085072
38014,FL,F,"[40,45)",439,0,0
38016,FL,F,"[40,45)",242,1,0.119353764194798
38025,FL,F,"[40,45)",297,0,0
41002,FL,F,"[40,45)",2688,1,0.118107740276605
41011,FL,F,"[40,45)",677,0,0
41018,FL,F,"[40,45)",1091,0,0
41024,FL,F,"[40,45)",627,0,0
41027,FL,F,"[40,45)",642,2,0.220495528716917
41034,FL,F,"[40,45)",652,1,0.110864301432397
41048,FL,F,"[40,45)",1302,1,0.108271197332154
41063,FL,F,"[40,45)",352,0,0
41081,FL,F,"[40,45)",859,1,0.110934704789424
41082,FL,F,"[40,45)",603,0,0
42003,FL,F,"[40,45)",501,0,0
42004,FL,F,"[40,45)",444,0,0
42006,FL,F,"[40,45)",1441,0,0
42008,FL,F,"[40,45)",819,2,0.241219886170262
42010,FL,F,"[40,45)",410,0,0
42011,FL,F,"[40,45)",659,1,0.11598509936469
42023,FL,F,"[40,45)",299,1,0.122312966158261
42025,FL,F,"[40,45)",817,0,0
42026,FL,F,"[40,45)",371,0,0
42028,FL,F,"[40,45)",626,2,0.243976447637613
43002,FL,F,"[40,45)",408,1,0.11801249545537
43005,FL,F,"[40,45)",699,0,0
43007,FL,F,"[40,45)",204,0,0
43010,FL,F,"[40,45)",717,1,0.129528169737649
43014,FL,F,"[40,45)",202,1,0.127188532899152
43018,FL,F,"[40,45)",401,1,0.123697165919317
44012,FL,F,"[40,45)",361,0,0
44013,FL,F,"[40,45)",539,0,0
44019,FL,F,"[40,45)",1078,1,0.127858731140804
44020,FL,F,"[40,45)",422,1,0.118320421375423
44021,FL,F,"[40,45)",8254,8,1.00418552281389
44034,FL,F,"[40,45)",782,2,0.248588066050138
44040,FL,F,"[40,45)",401,3,0.361247134944311
44043,FL,F,"[40,45)",842,0,0
44045,FL,F,"[40,45)",218,0,0
44048,FL,F,"[40,45)",357,0,0
44052,FL,F,"[40,45)",458,0,0
44064,FL,F,"[40,45)",246,0,0
44073,FL,F,"[40,45)",231,1,0.124154770678955
44081,FL,F,"[40,45)",506,1,0.126057962470749
44083,FL,F,"[40,45)",1429,0,0
44084,FL,F,"[40,45)",917,0,0
44085,FL,F,"[40,45)",765,1,0.126189915008644
45035,FL,F,"[40,45)",993,0,0
45041,FL,F,"[40,45)",815,3,0.337381002422216
45059,FL,F,"[40,45)",495,0,0
45060,FL,F,"[40,45)",200,0,0
45061,FL,F,"[40,45)",188,0,0
45062,FL,F,"[40,45)",53,0,0
45063,FL,F,"[40,45)",248,0,0
45064,FL,F,"[40,45)",189,0,0
45065,FL,F,"[40,45)",281,0,0
45068,FL,F,"[40,45)",529,0,0
46003,FL,F,"[40,45)",1489,1,0.118645667346088
46013,FL,F,"[40,45)",555,0,0
46014,FL,F,"[40,45)",1404,1,0.120580211918648
46020,FL,F,"[40,45)",625,1,0.119166706335522
46021,FL,F,"[40,45)",2405,0,0
46024,FL,F,"[40,45)",610,0,0
46025,FL,F,"[40,45)",878,2,0.232791112514852
71002,FL,F,"[40,45)",297,1,0.107344600290506
71004,FL,F,"[40,45)",1560,1,0.126015065472546
71011,FL,F,"[40,45)",587,0,0
71016,FL,F,"[40,45)",2135,0,0
71017,FL,F,"[40,45)",285,0,0
71020,FL,F,"[40,45)",303,0,0
71022,FL,F,"[40,45)",2505,2,0.233022346420865
71024,FL,F,"[40,45)",423,0,0
71034,FL,F,"[40,45)",472,1,0.125210883497349
71037,FL,F,"[40,45)",471,0,0
71045,FL,F,"[40,45)",231,0,0
71053,FL,F,"[40,45)",1266,2,0.236977593041808
71057,FL,F,"[40,45)",640,1,0.120136858639334
71066,FL,F,"[40,45)",723,1,0.121905557309283
71067,FL,F,"[40,45)",217,1,0.108246442123761
71069,FL,F,"[40,45)",377,0,0
71070,FL,F,"[40,45)",1121,0,0
72003,FL,F,"[40,45)",375,0,0
72004,FL,F,"[40,45)",478,0,0
72018,FL,F,"[40,45)",346,0,0
72020,FL,F,"[40,45)",1048,2,0.244397076132355
72021,FL,F,"[40,45)",727,1,0.108483830970496
72030,FL,F,"[40,45)",524,1,0.125551186265427
72037,FL,F,"[40,45)",397,1,0.122509008028651
72038,FL,F,"[40,45)",355,0,0
72039,FL,F,"[40,45)",938,1,0.128973051625181
72041,FL,F,"[40,45)",700,2,0.198668996162687
72042,FL,F,"[40,45)",741,1,0.129377315921496
72043,FL,F,"[40,45)",987,1,0.120981718937526
73001,FL,F,"[40,45)",355,0,0
73006,FL,F,"[40,45)",1023,1,0.0977316633076097
73009,FL,F,"[40,45)",364,1,0.112433966973982
73022,FL,F,"[40,45)",254,0,0
73028,FL,F,"[40,45)",1,0,0
73032,FL,F,"[40,45)",313,0,0
73040,FL,F,"[40,45)",277,0,0
73042,FL,F,"[40,45)",731,0,0
73066,FL,F,"[40,45)",525,0,0
73083,FL,F,"[40,45)",974,1,0.0969037945146966
73098,FL,F,"[40,45)",247,1,0.114078346859267
73107,FL,F,"[40,45)",1222,3,0.303363035636333
73109,FL,F,"[40,45)",116,0,0
25005,WA,F,"[40,45)",261,0,0
25014,WA,F,"[40,45)",1397,0,0
25015,WA,F,"[40,45)",365,1,0.0936955013953424
25018,WA,F,"[40,45)",397,0,0
25023,WA,F,"[40,45)",350,0,0
25031,WA,F,"[40,45)",527,0,0
25037,WA,F,"[40,45)",426,1,0.0952751442223187
25043,WA,F,"[40,45)",209,0,0
25044,WA,F,"[40,45)",249,0,0
25048,WA,F,"[40,45)",449,1,0.0982054054759945
25050,WA,F,"[40,45)",235,0,0
25068,WA,F,"[40,45)",251,0,0
25072,WA,F,"[40,45)",941,1,0.0952839558088836
25084,WA,F,"[40,45)",313,0,0
25091,WA,F,"[40,45)",785,0,0
25105,WA,F,"[40,45)",937,3,0.289031349729033
25107,WA,F,"[40,45)",412,0,0
25110,WA,F,"[40,45)",961,1,0.0989614747828929
25112,WA,F,"[40,45)",1030,2,0.215580269036222
25117,WA,F,"[40,45)",260,0,0
25118,WA,F,"[40,45)",109,0,0
25119,WA,F,"[40,45)",512,1,0.0998386416054212
25120,WA,F,"[40,45)",320,1,0.0970676269653316
25121,WA,F,"[40,45)",937,4,0.427919029858567
25122,WA,F,"[40,45)",221,0,0
25123,WA,F,"[40,45)",372,0,0
25124,WA,F,"[40,45)",267,0,0
51004,WA,F,"[40,45)",1004,1,0.100137773032771
51008,WA,F,"[40,45)",503,1,0.0832043085197118
51009,WA,F,"[40,45)",398,0,0
51012,WA,F,"[40,45)",117,1,0.084711296108266
51014,WA,F,"[40,45)",259,0,0
51017,WA,F,"[40,45)",182,0,0
51019,WA,F,"[40,45)",118,0,0
51065,WA,F,"[40,45)",388,0,0
51067,WA,F,"[40,45)",465,0,0
51068,WA,F,"[40,45)",263,1,0.0983066595964393
51069,WA,F,"[40,45)",582,2,0.216755993972118
52010,WA,F,"[40,45)",464,0,0
52011,WA,F,"[40,45)",6223,11,1.08511919458465
52012,WA,F,"[40,45)",1046,1,0.0913242367583652
52015,WA,F,"[40,45)",991,0,0
52018,WA,F,"[40,45)",340,0,0
52021,WA,F,"[40,45)",769,0,0
52022,WA,F,"[40,45)",596,0,0
52025,WA,F,"[40,45)",358,0,0
52048,WA,F,"[40,45)",308,0,0
52055,WA,F,"[40,45)",605,1,0.0821654127426064
52074,WA,F,"[40,45)",331,1,0.0728356795557507
52075,WA,F,"[40,45)",302,0,0
53014,WA,F,"[40,45)",625,0,0
53020,WA,F,"[40,45)",506,0,0
53028,WA,F,"[40,45)",731,2,0.185613457619601
53039,WA,F,"[40,45)",222,0,0
53044,WA,F,"[40,45)",390,0,0
53046,WA,F,"[40,45)",138,0,0
53053,WA,F,"[40,45)",3093,5,0.488616288796353
53065,WA,F,"[40,45)",635,1,0.0985971140272609
53068,WA,F,"[40,45)",200,0,0
53070,WA,F,"[40,45)",787,0,0
53082,WA,F,"[40,45)",652,1,0.090190002443392
53083,WA,F,"[40,45)",178,0,0
53084,WA,F,"[40,45)",297,0,0
55004,WA,F,"[40,45)",765,1,0.0943599867592929
55035,WA,F,"[40,45)",289,0,0
55040,WA,F,"[40,45)",965,0,0
55050,WA,F,"[40,45)",407,1,0.0845347557384441
55085,WA,F,"[40,45)",391,0,0
55086,WA,F,"[40,45)",749,1,0.097862706935738
56001,WA,F,"[40,45)",370,2,0.171556792690001
56005,WA,F,"[40,45)",204,0,0
56016,WA,F,"[40,45)",283,0,0
56022,WA,F,"[40,45)",306,0,0
56029,WA,F,"[40,45)",109,0,0
56044,WA,F,"[40,45)",189,1,0.0742652853998832
56049,WA,F,"[40,45)",140,0,0
56051,WA,F,"[40,45)",145,0,0
56078,WA,F,"[40,45)",448,2,0.147228588164256
56086,WA,F,"[40,45)",419,0,0
56088,WA,F,"[40,45)",142,0,0
57003,WA,F,"[40,45)",245,0,0
57018,WA,F,"[40,45)",213,1,0.0859549953569841
57027,WA,F,"[40,45)",370,0,0
57062,WA,F,"[40,45)",181,0,0
57064,WA,F,"[40,45)",527,2,0.159372846160563
57072,WA,F,"[40,45)",153,0,0
57081,WA,F,"[40,45)",2066,3,0.316826274653104
57093,WA,F,"[40,45)",261,0,0
57094,WA,F,"[40,45)",447,1,0.0916655378299684
57095,WA,F,"[40,45)",137,1,0.0994774523996785
57096,WA,F,"[40,45)",1883,5,0.609670400464406
57097,WA,F,"[40,45)",535,1,0.117973870014308
58001,WA,F,"[40,45)",2482,3,0.264807047260762
58002,WA,F,"[40,45)",1061,0,0
58003,WA,F,"[40,45)",270,0,0
58004,WA,F,"[40,45)",602,2,0.177370554800601
61003,WA,F,"[40,45)",449,3,0.235103377729008
61010,WA,F,"[40,45)",97,0,0
61012,WA,F,"[40,45)",170,0,0
61019,WA,F,"[40,45)",142,0,0
61024,WA,F,"[40,45)",122,0,0
61028,WA,F,"[40,45)",195,0,0
61031,WA,F,"[40,45)",625,0,0
61039,WA,F,"[40,45)",182,0,0
61041,WA,F,"[40,45)",126,0,0
61043,WA,F,"[40,45)",182,0,0
61048,WA,F,"[40,45)",88,0,0
61063,WA,F,"[40,45)",148,1,0.0705725324203401
61068,WA,F,"[40,45)",240,0,0
61072,WA,F,"[40,45)",465,0,0
61079,WA,F,"[40,45)",135,0,0
61080,WA,F,"[40,45)",201,0,0
61081,WA,F,"[40,45)",88,0,0
62003,WA,F,"[40,45)",861,3,0.259390467165127
62006,WA,F,"[40,45)",299,1,0.0684876855920056
62009,WA,F,"[40,45)",384,1,0.068946367923063
62011,WA,F,"[40,45)",292,0,0
62015,WA,F,"[40,45)",396,1,0.0667191161052462
62022,WA,F,"[40,45)",561,1,0.062433064871557
62026,WA,F,"[40,45)",180,0,0
62027,WA,F,"[40,45)",255,0,0
62032,WA,F,"[40,45)",387,0,0
62038,WA,F,"[40,45)",496,0,0
62051,WA,F,"[40,45)",1254,1,0.092417893687917
62060,WA,F,"[40,45)",331,2,0.152696257246194
62063,WA,F,"[40,45)",5828,5,0.471027401412175
62079,WA,F,"[40,45)",812,1,0.079676213953914
62093,WA,F,"[40,45)",751,0,0
62096,WA,F,"[40,45)",1909,3,0.264669342669032
62099,WA,F,"[40,45)",544,2,0.119990703608213
62100,WA,F,"[40,45)",483,0,0
62108,WA,F,"[40,45)",615,0,0
62118,WA,F,"[40,45)",692,1,0.0907042729094701
62119,WA,F,"[40,45)",409,0,0
62120,WA,F,"[40,45)",835,0,0
62121,WA,F,"[40,45)",325,1,0.0707741732288056
62122,WA,F,"[40,45)",277,0,0
63001,WA,F,"[40,45)",141,0,0
63003,WA,F,"[40,45)",117,0,0
63004,WA,F,"[40,45)",136,0,0
63012,WA,F,"[40,45)",127,1,0.0610823662256412
63013,WA,F,"[40,45)",149,1,0.0683598886926229
63020,WA,F,"[40,45)",471,0,0
63023,WA,F,"[40,45)",514,0,0
63035,WA,F,"[40,45)",536,0,0
63038,WA,F,"[40,45)",248,1,0.0658803252187866
63040,WA,F,"[40,45)",303,0,0
63045,WA,F,"[40,45)",115,0,0
63046,WA,F,"[40,45)",178,0,0
63048,WA,F,"[40,45)",163,0,0
63049,WA,F,"[40,45)",375,1,0.0738722834954147
63057,WA,F,"[40,45)",139,0,0
63058,WA,F,"[40,45)",338,1,0.0653057605819411
63061,WA,F,"[40,45)",299,0,0
63067,WA,F,"[40,45)",279,0,0
63072,WA,F,"[40,45)",272,2,0.13685629498843
63073,WA,F,"[40,45)",224,0,0
63075,WA,F,"[40,45)",103,0,0
63076,WA,F,"[40,45)",381,0,0
63079,WA,F,"[40,45)",1588,4,0.285271646509917
63080,WA,F,"[40,45)",211,0,0
63084,WA,F,"[40,45)",305,0,0
63086,WA,F,"[40,45)",75,1,0.059783714744792
63087,WA,F,"[40,45)",128,0,0
63088,WA,F,"[40,45)",301,1,0.0633748719662687
63089,WA,F,"[40,45)",177,1,0.0664282598006108
64008,WA,F,"[40,45)",115,1,0.100165333809055
64015,WA,F,"[40,45)",231,0,0
64021,WA,F,"[40,45)",103,0,0
64023,WA,F,"[40,45)",95,0,0
64025,WA,F,"[40,45)",111,0,0
64029,WA,F,"[40,45)",132,1,0.0850341405974429
64034,WA,F,"[40,45)",572,1,0.0903302497386567
64047,WA,F,"[40,45)",109,0,0
64056,WA,F,"[40,45)",151,0,0
64063,WA,F,"[40,45)",207,0,0
64065,WA,F,"[40,45)",219,1,0.0759130507305527
64074,WA,F,"[40,45)",486,1,0.0945637226725377
64075,WA,F,"[40,45)",104,0,0
64076,WA,F,"[40,45)",174,0,0
81001,WA,F,"[40,45)",959,0,0
81003,WA,F,"[40,45)",211,0,0
81004,WA,F,"[40,45)",594,0,0
81013,WA,F,"[40,45)",75,0,0
81015,WA,F,"[40,45)",310,1,0.0640648388138408
82003,WA,F,"[40,45)",479,0,0
82005,WA,F,"[40,45)",119,0,0
82009,WA,F,"[40,45)",88,0,0
82014,WA,F,"[40,45)",161,0,0
82032,WA,F,"[40,45)",235,0,0
82036,WA,F,"[40,45)",202,0,0
82037,WA,F,"[40,45)",180,0,0
82038,WA,F,"[40,45)",81,0,0
83012,WA,F,"[40,45)",331,1,0.0587230184880304
83013,WA,F,"[40,45)",89,0,0
83028,WA,F,"[40,45)",155,1,0.0707989281276256
83031,WA,F,"[40,45)",115,0,0
83034,WA,F,"[40,45)",492,0,0
83040,WA,F,"[40,45)",159,1,0.0695068073377552
83044,WA,F,"[40,45)",78,0,0
83049,WA,F,"[40,45)",85,0,0
83055,WA,F,"[40,45)",102,0,0
84009,WA,F,"[40,45)",244,0,0
84010,WA,F,"[40,45)",138,0,0
84016,WA,F,"[40,45)",29,0,0
84029,WA,F,"[40,45)",48,0,0
84033,WA,F,"[40,45)",214,0,0
84035,WA,F,"[40,45)",149,0,0
84043,WA,F,"[40,45)",280,1,0.0582370378605373
84050,WA,F,"[40,45)",159,0,0
84059,WA,F,"[40,45)",152,0,0
84068,WA,F,"[40,45)",81,0,0
84075,WA,F,"[40,45)",96,1,0.0766420337524474
84077,WA,F,"[40,45)",354,0,0
85007,WA,F,"[40,45)",156,0,0
85009,WA,F,"[40,45)",226,0,0
85011,WA,F,"[40,45)",156,1,0.0570342766759601
85024,WA,F,"[40,45)",87,0,0
85026,WA,F,"[40,45)",183,0,0
85034,WA,F,"[40,45)",130,0,0
85039,WA,F,"[40,45)",168,0,0
85045,WA,F,"[40,45)",350,0,0
85046,WA,F,"[40,45)",309,0,0
85047,WA,F,"[40,45)",65,0,0
91005,WA,F,"[40,45)",221,0,0
91013,WA,F,"[40,45)",250,0,0
91015,WA,F,"[40,45)",90,0,0
91030,WA,F,"[40,45)",492,0,0
91034,WA,F,"[40,45)",361,0,0
91054,WA,F,"[40,45)",125,0,0
91059,WA,F,"[40,45)",238,1,0.0694208160704153
91064,WA,F,"[40,45)",167,1,0.0662606898156508
91072,WA,F,"[40,45)",144,0,0
91103,WA,F,"[40,45)",88,0,0
91114,WA,F,"[40,45)",390,0,0
91120,WA,F,"[40,45)",179,0,0
91141,WA,F,"[40,45)",297,2,0.148822900096673
91142,WA,F,"[40,45)",155,0,0
91143,WA,F,"[40,45)",59,0,0
92003,WA,F,"[40,45)",869,0,0
92006,WA,F,"[40,45)",251,1,0.070063584718635
92035,WA,F,"[40,45)",526,1,0.0836530395675979
92045,WA,F,"[40,45)",301,0,0
92048,WA,F,"[40,45)",338,0,0
92054,WA,F,"[40,45)",257,0,0
92087,WA,F,"[40,45)",415,1,0.0724214555729837
92094,WA,F,"[40,45)",3352,8,0.756709014787577
92097,WA,F,"[40,45)",151,0,0
92101,WA,F,"[40,45)",358,2,0.156506129234474
92114,WA,F,"[40,45)",324,0,0
92137,WA,F,"[40,45)",901,3,0.270011506154759
92138,WA,F,"[40,45)",277,0,0
92140,WA,F,"[40,45)",625,1,0.0867935457640563
92141,WA,F,"[40,45)",338,0,0
92142,WA,F,"[40,45)",872,0,0
93010,WA,F,"[40,45)",149,0,0
93014,WA,F,"[40,45)",401,0,0
93018,WA,F,"[40,45)",91,0,0
93022,WA,F,"[40,45)",350,1,0.0668416850916407
93056,WA,F,"[40,45)",261,0,0
93088,WA,F,"[40,45)",592,1,0.0701808996268037
93090,WA,F,"[40,45)",139,0,0
21001,BR,M,"[40,45)",4708,9,1.0297468647671
21002,BR,M,"[40,45)",1257,0,0
21003,BR,M,"[40,45)",854,0,0
21004,BR,M,"[40,45)",7499,14,1.66140606473068
21005,BR,M,"[40,45)",1797,1,0.114659441519681
21006,BR,M,"[40,45)",1372,2,0.236431457226183
21007,BR,M,"[40,45)",2220,2,0.22505158406324
21008,BR,M,"[40,45)",860,4,0.4599318151369
21009,BR,M,"[40,45)",3491,3,0.334924891625276
21010,BR,M,"[40,45)",1912,2,0.227498910497728
21011,BR,M,"[40,45)",899,0,0
21012,BR,M,"[40,45)",3584,6,0.692860396225563
21013,BR,M,"[40,45)",2292,3,0.349514981944974
21014,BR,M,"[40,45)",1253,3,0.357764000609272
21015,BR,M,"[40,45)",5420,4,0.478328075509969
21016,BR,M,"[40,45)",2677,3,0.307972377163177
21017,BR,M,"[40,45)",714,1,0.0947935796469356
21018,BR,M,"[40,45)",1980,3,0.343941665067252
21019,BR,M,"[40,45)",1405,0,0
11001,FL,M,"[40,45)",387,0,0
11002,FL,M,"[40,45)",18089,25,3.10677320957798
11004,FL,M,"[40,45)",351,0,0
11005,FL,M,"[40,45)",587,1,0.118468073637005
11007,FL,M,"[40,45)",298,1,0.119356593056195
11008,FL,M,"[40,45)",984,1,0.109950820444923
11009,FL,M,"[40,45)",790,3,0.353629323108546
11013,FL,M,"[40,45)",621,0,0
11016,FL,M,"[40,45)",560,0,0
11018,FL,M,"[40,45)",408,0,0
11021,FL,M,"[40,45)",200,0,0
11022,FL,M,"[40,45)",537,1,0.109739081854609
11023,FL,M,"[40,45)",747,1,0.116733537941296
11024,FL,M,"[40,45)",639,2,0.242270454315685
11025,FL,M,"[40,45)",250,0,0
11029,FL,M,"[40,45)",842,2,0.234220374559164
11030,FL,M,"[40,45)",327,0,0
11035,FL,M,"[40,45)",527,0,0
11037,FL,M,"[40,45)",483,1,0.114228829386088
11038,FL,M,"[40,45)",248,1,0.120286693929882
11039,FL,M,"[40,45)",462,0,0
11040,FL,M,"[40,45)",860,4,0.469450705884712
11044,FL,M,"[40,45)",610,0,0
11050,FL,M,"[40,45)",285,0,0
11052,FL,M,"[40,45)",376,1,0.122231407797808
11053,FL,M,"[40,45)",609,2,0.231509670188159
11054,FL,M,"[40,45)",372,0,0
11055,FL,M,"[40,45)",617,1,0.117551110295359
11056,FL,M,"[40,45)",569,1,0.118217392764575
11057,FL,M,"[40,45)",459,0,0
12002,FL,M,"[40,45)",351,1,0.123625559931551
12005,FL,M,"[40,45)",394,0,0
12007,FL,M,"[40,45)",596,0,0
12009,FL,M,"[40,45)",531,3,0.360663493234626
12014,FL,M,"[40,45)",1325,0,0
12021,FL,M,"[40,45)",1002,1,0.120476847496672
12025,FL,M,"[40,45)",2761,4,0.484301706574758
12026,FL,M,"[40,45)",692,0,0
12029,FL,M,"[40,45)",537,2,0.249051789200798
12035,FL,M,"[40,45)",623,2,0.24615816731785
12040,FL,M,"[40,45)",836,0,0
12041,FL,M,"[40,45)",735,2,0.235428452683304
13001,FL,M,"[40,45)",406,0,0
13002,FL,M,"[40,45)",77,0,0
13003,FL,M,"[40,45)",738,1,0.121665999340496
13004,FL,M,"[40,45)",587,1,0.119097426167775
13006,FL,M,"[40,45)",314,2,0.240531712661529
13008,FL,M,"[40,45)",1294,2,0.241718654804346
13010,FL,M,"[40,45)",325,0,0
13011,FL,M,"[40,45)",839,2,0.226540671787718
13012,FL,M,"[40,45)",246,0,0
13013,FL,M,"[40,45)",475,4,0.468345854545137
13014,FL,M,"[40,45)",685,1,0.117375800438252
13016,FL,M,"[40,45)",307,1,0.119201745054325
13017,FL,M,"[40,45)",494,1,0.116797162299902
13019,FL,M,"[40,45)",501,0,0
13021,FL,M,"[40,45)",358,0,0
13023,FL,M,"[40,45)",266,0,0
13025,FL,M,"[40,45)",1143,1,0.114145656462351
13029,FL,M,"[40,45)",400,0,0
13031,FL,M,"[40,45)",405,0,0
13035,FL,M,"[40,45)",371,2,0.241194661092668
13036,FL,M,"[40,45)",339,1,0.116079486688804
13037,FL,M,"[40,45)",360,0,0
13040,FL,M,"[40,45)",1325,1,0.121138680895926
13044,FL,M,"[40,45)",238,0,0
13046,FL,M,"[40,45)",313,0,0
13049,FL,M,"[40,45)",827,1,0.12227680664356
13053,FL,M,"[40,45)",521,0,0
23002,FL,M,"[40,45)",1059,3,0.328907508000615
23003,FL,M,"[40,45)",826,0,0
23009,FL,M,"[40,45)",86,0,0
23016,FL,M,"[40,45)",1323,3,0.333083469114005
23023,FL,M,"[40,45)",294,1,0.104553765315241
23024,FL,M,"[40,45)",257,0,0
23025,FL,M,"[40,45)",1153,1,0.108588524758998
23027,FL,M,"[40,45)",1285,3,0.305424774249929
23032,FL,M,"[40,45)",195,0,0
23033,FL,M,"[40,45)",401,0,0
23038,FL,M,"[40,45)",372,0,0
23039,FL,M,"[40,45)",276,0,0
23044,FL,M,"[40,45)",411,0,0
23045,FL,M,"[40,45)",595,0,0
23047,FL,M,"[40,45)",476,0,0
23050,FL,M,"[40,45)",555,0,0
23052,FL,M,"[40,45)",493,3,0.314843062303199
23060,FL,M,"[40,45)",502,1,0.107795550482816
23062,FL,M,"[40,45)",815,0,0
23064,FL,M,"[40,45)",133,0,0
23077,FL,M,"[40,45)",1092,1,0.103682459366494
23081,FL,M,"[40,45)",377,0,0
23086,FL,M,"[40,45)",472,0,0
23088,FL,M,"[40,45)",1453,1,0.115076905647476
23094,FL,M,"[40,45)",1175,0,0
23096,FL,M,"[40,45)",723,0,0
23097,FL,M,"[40,45)",361,1,0.107586603519114
23098,FL,M,"[40,45)",189,0,0
23099,FL,M,"[40,45)",432,1,0.111363014164045
23100,FL,M,"[40,45)",123,0,0
23101,FL,M,"[40,45)",565,0,0
23102,FL,M,"[40,45)",513,2,0.223481836339793
23103,FL,M,"[40,45)",456,2,0.20148614167658
23104,FL,M,"[40,45)",236,1,0.103931483615078
23105,FL,M,"[40,45)",464,0,0
24001,FL,M,"[40,45)",942,1,0.12121959434055
24007,FL,M,"[40,45)",317,0,0
24008,FL,M,"[40,45)",240,0,0
24009,FL,M,"[40,45)",318,0,0
24011,FL,M,"[40,45)",355,1,0.116996818107016
24014,FL,M,"[40,45)",383,0,0
24016,FL,M,"[40,45)",259,0,0
24020,FL,M,"[40,45)",773,1,0.118172326219486
24028,FL,M,"[40,45)",207,0,0
24033,FL,M,"[40,45)",463,0,0
24038,FL,M,"[40,45)",672,1,0.113621199389089
24041,FL,M,"[40,45)",211,1,0.100512361976293
24043,FL,M,"[40,45)",312,0,0
24045,FL,M,"[40,45)",304,0,0
24048,FL,M,"[40,45)",353,0,0
24054,FL,M,"[40,45)",245,0,0
24055,FL,M,"[40,45)",664,0,0
24059,FL,M,"[40,45)",478,1,0.0952687012112475
24062,FL,M,"[40,45)",3366,8,0.951641019652566
24066,FL,M,"[40,45)",457,0,0
24086,FL,M,"[40,45)",341,0,0
24094,FL,M,"[40,45)",511,1,0.119127477266396
24104,FL,M,"[40,45)",748,1,0.0984989261544667
24107,FL,M,"[40,45)",1112,1,0.114199821036581
24109,FL,M,"[40,45)",417,0,0
24130,FL,M,"[40,45)",243,2,0.222602372100155
24133,FL,M,"[40,45)",231,0,0
24134,FL,M,"[40,45)",761,1,0.117138100643563
24135,FL,M,"[40,45)",349,0,0
24137,FL,M,"[40,45)",175,1,0.115352204696882
31003,FL,M,"[40,45)",518,0,0
31004,FL,M,"[40,45)",520,0,0
31005,FL,M,"[40,45)",3496,13,1.68025514025328
31006,FL,M,"[40,45)",275,1,0.129872546444006
31012,FL,M,"[40,45)",427,1,0.134213113338367
31022,FL,M,"[40,45)",797,1,0.127691435805934
31033,FL,M,"[40,45)",624,1,0.128267618983533
31040,FL,M,"[40,45)",717,1,0.128847145570958
31042,FL,M,"[40,45)",71,0,0
31043,FL,M,"[40,45)",679,2,0.220857786385937
32003,FL,M,"[40,45)",480,2,0.258614047437954
32006,FL,M,"[40,45)",328,0,0
32010,FL,M,"[40,45)",253,0,0
32011,FL,M,"[40,45)",364,0,0
32030,FL,M,"[40,45)",96,0,0
33011,FL,M,"[40,45)",984,1,0.123226912734944
33016,FL,M,"[40,45)",36,1,0.113338105847645
33021,FL,M,"[40,45)",608,2,0.223676242802665
33029,FL,M,"[40,45)",566,0,0
33037,FL,M,"[40,45)",386,1,0.118642602223335
33039,FL,M,"[40,45)",233,1,0.114614054832954
33040,FL,M,"[40,45)",243,0,0
33041,FL,M,"[40,45)",123,0,0
34002,FL,M,"[40,45)",498,0,0
34003,FL,M,"[40,45)",306,0,0
34009,FL,M,"[40,45)",403,1,0.122650187737601
34013,FL,M,"[40,45)",862,1,0.135925026468656
34022,FL,M,"[40,45)",2295,2,0.269923193790105
34023,FL,M,"[40,45)",383,0,0
34025,FL,M,"[40,45)",176,0,0
34027,FL,M,"[40,45)",992,2,0.25825270468191
34040,FL,M,"[40,45)",1199,3,0.398239548533551
34041,FL,M,"[40,45)",907,1,0.130644587726547
34042,FL,M,"[40,45)",758,2,0.23189479805853
34043,FL,M,"[40,45)",49,0,0
35002,FL,M,"[40,45)",511,1,0.134791531836165
35005,FL,M,"[40,45)",355,1,0.128354977750347
35006,FL,M,"[40,45)",460,1,0.128904539587858
35011,FL,M,"[40,45)",463,2,0.225834962431042
35013,FL,M,"[40,45)",1962,5,0.597171536078622
35014,FL,M,"[40,45)",269,0,0
35029,FL,M,"[40,45)",303,0,0
36006,FL,M,"[40,45)",329,0,0
36007,FL,M,"[40,45)",327,1,0.117354045881835
36008,FL,M,"[40,45)",937,2,0.241323755489076
36010,FL,M,"[40,45)",296,0,0
36011,FL,M,"[40,45)",272,0,0
36012,FL,M,"[40,45)",368,1,0.118315276172241
36015,FL,M,"[40,45)",2035,4,0.498069374265762
36019,FL,M,"[40,45)",359,0,0
37002,FL,M,"[40,45)",292,0,0
37007,FL,M,"[40,45)",319,0,0
37010,FL,M,"[40,45)",263,0,0
